B2	找B2检票口
汽车客运站	坐大巴
7出口	找7号到达口
地铁	坐地铁
南7桥洞	找南7桥柱
a9	找A9检票口
长途汽车客运站	坐大巴
a23	找A23检票口
5号口	找5号到达口
北13洞口	找北13桥柱
检票口A12	找A12检票口
H口	找H口
c26检票口	找C26检票口
c28口	找C28检票口
d27号口	找D27检票口
b5号口	找B5检票口
j口	找J口
西在哪边	找西边
小件行李寄存处	找行李寄存处
B13口	找B13检票口
b9口	找B9检票口
通行证,续签	找港澳通行证续签机
e出口	找E口
火车票	人工窗口
充电宝	借充电宝
北8	找北8桥柱
H出口	找H口
b3口	找B3检票口
买的票,取	找自助取票机
检票口B18	找B18检票口
候车室,进站口	坐车
自助,取票	找自助取票机
南9柱	找南9桥柱
北1桥洞	找北1桥柱
北边出站口	找北出站口
高铁	坐车
F出口	找F口
d20口	找D20检票口
进站口	坐车
取票	找自助取票机
南门的出站口	找南出站口
A3检票口	找A3检票口
a9号口	找A9检票口
取钱	找ATM机
5进站口	找5号进站口
中铁快运	找中铁快运
打票	找自助取票机
南4桥	找南4桥柱
A6检票口	找A6检票口
B6口	找B6检票口
检票口C27	找C27检票口
B1号口	找B1检票口
南1柱	找南1桥柱
d27号口	找D27检票口
A6	找A6检票口
a11号口	找A11检票口
南路	找南站南路
哪里上	坐车
南9桥	找南9桥柱
A26检票口	找A26检票口
身份证,取不出来,票	人工窗口
20号到达口	找20号到达口
25号口	找25号到达口
到达口13	找13号到达口
检票口b12	找B12检票口
检票口A4	找A4检票口
C27口	找C27检票口
南3桥洞	找南3桥柱
北在哪侧	找北边
C20号口	找C20检票口
买动车票	人工窗口
b12号口	找B12检票口
检票口A14	找A14检票口
a15检票口	找A15检票口
退票,怎么退	人工窗口
B口	找B口
b20	找B20检票口
行李寄存	找行李寄存处
A15号口	找A15检票口
15出口	找15号到达口
a28	找A28检票口
南8桥洞	找南8桥柱
检票口d26	找D26检票口
高铁快递	找高铁快递
13出口	找13号到达口
北4洞口	找北4桥柱
7号,地铁站	坐地铁
C28号口	找C28检票口
p4	找p4停车场
出口6	找6号到达口
改签	找改签处
存包	找行李寄存处
A7检票口	找A7检票口
北12洞口	找北12桥柱
出口28	找28号到达口
b25	找B25检票口
京东快递	找京东快递
A3	找A3检票口
西边的爱心驿站	找西门爱心驿站
3号进站口	找3号进站口
进站口3	找3号进站口
南8桥柱	找南8桥柱
185	找185服务台
A9检票口	找A9检票口
检票口b25	找B25检票口
地名1	坐城轨
东面进站口	找东进站口
进站	坐车
充电	借充电宝
买票	买票
检票口a20	找A20检票口
检票口a27	找A27检票口
北门的进站口	找北进站口
检票口b10	找B10检票口
C26检票口	找C26检票口
检票口C23	找C23检票口
地名1,等车	坐城轨
问询处	找问询处
检票口b20	找B20检票口
k出口	找K口
坐城轨	坐城轨
C区	找检票C区
出站口2	找2号出站口
b15号口	找B15检票口
巴士	坐大巴
吸烟	找吸烟处
北9桥洞	找北9桥柱
A11号口	找A11检票口
d28口	找D28检票口
p5	找p5停车场
东在哪里	找东边
南,14号桥	找南14桥柱
检票口b2	找B2检票口
北1洞口	找北1桥柱
a20	找A20检票口
A11检票口	找A11检票口
售票厅	人工窗口
a11检票口	找A11检票口
18号口	找18号到达口
西在哪里	找西边
上三楼	坐车
580	找西门爱心驿站
23出口	找23号到达口
南,13号桥	找南13桥柱
检票口A19	找A19检票口
11号出口	找11号到达口
d26口	找D26检票口
进站,地名	坐车
坐车	坐车
南站汽车客运站	坐大巴
A27号口	找A27检票口
a19号口	找A19检票口
行李寄存处	找行李寄存处
进站	坐车
北面出站口	找北出站口
北9	找北9桥柱
B23	找B23检票口
地名1,候车厅	坐城轨
b17	找B17检票口
J口	找J口
b19检票口	找B19检票口
22号口	找22号到达口
西面,出发平台	找西出发平台
a16	找A16检票口
坐车	坐车
到3楼	坐车
C23口	找C23检票口
地名,坐车	坐车
地名,上三楼	坐车
21号出口	找21号到达口
充电宝	借充电宝
南13桥洞	找南13桥柱
a28	找A28检票口
进站口4	找4号进站口
南1桥柱	找南1桥柱
北,14号桥	找北14桥柱
j出口	找J口
B12号口	找B12检票口
检票口c25	找C25检票口
网约车	找p1停车场
滴滴	找p1停车场
D口	找D口
南9洞口	找南9桥柱
b1口	找B1检票口
北4桥洞	找北4桥柱
快速接客区	找p3停车场
检票口a13	找A13检票口
25号口	找25号到达口
a10号口	找A10检票口
A27号口	找A27检票口
a1号口	找A1检票口
b8检票口	找B8检票口
a7检票口	找A7检票口
检票口B14	找B14检票口
报验护照	找处理12306账户
北5柱	找北5桥柱
南2桥墩	找南2桥柱
检票口b8	找B8检票口
坐车	坐车
a17号口	找A17检票口
南6洞口	找南6桥柱
a28号口	找A28检票口
A24检票口	找A24检票口
2号口	找2号到达口
购票	买票
A26	找A26检票口
改时间	找改签处
G出口	找G口
南10桥	找南10桥柱
b1号口	找B1检票口
退了	人工窗口
c26	找C26检票口
c26口	找C26检票口
进站口5	找5号进站口
C20	找C20检票口
地名4,坐车	坐大巴
185服务台	找185服务台
b15检票口	找B15检票口
12出口	找12号到达口
C27号口	找C27检票口
j口	找J口
A22检票口	找A22检票口
检票口b6	找B6检票口
C27口	找C27检票口
7号,地铁站,入口	坐地铁
1出口	找1号到达口
南门的出站口	找南出站口
北门出站口	找北出站口
G出口	找G口
进站口3	找3号进站口
取票	找自助取票机
11号到达口	找11号到达口
b4检票口	找B4检票口
检票口a5	找A5检票口
a24号口	找A24检票口
取票	找自助取票机
南13桥	找南13桥柱
b18检票口	找B18检票口
北门进站口	找北进站口
14号口	找14号到达口
17号出口	找17号到达口
坐车	坐车
南4	找南4桥柱
乘车	坐车
D28检票口	找D28检票口
买票	买票
b24号口	找B24检票口
B8检票口	找B8检票口
北6桥洞	找北6桥柱
17号出口	找17号到达口
A12口	找A12检票口
车,出站口	找到达口
出口15	找15号到达口
d28口	找D28检票口
B19检票口	找B19检票口
北边停车场	找北1停车场
B19	找B19检票口
便利店	找便利店
A22	找A22检票口
西南区	找西南区
d28号口	找D28检票口
a13	找A13检票口
a14号口	找A14检票口
c区	找检票C区
25出口	找25号到达口
南13洞口	找南13桥柱
检票口B1	找B1检票口
充电宝	借充电宝
东边进站口	找东进站口
17号出口	找17号到达口
卫生间	找卫生间
a23	找A23检票口
北侧出站口	找北出站口
d28检票口	找D28检票口
A17检票口	找A17检票口
A6检票口	找A6检票口
南12桥	找南12桥柱
怎么改	找改签处
A19号口	找A19检票口
南6桥洞	找南6桥柱
出口1	找1号到达口
动车票,取	找自助取票机
A6口	找A6检票口
大巴	坐大巴
B23号口	找B23检票口
南1桥柱	找南1桥柱
c25检票口	找C25检票口
东出口,出发厅	找东出发平台
A5口	找A5检票口
北5桥墩	找北5桥柱
检票口b17	找B17检票口
B26检票口	找B26检票口
北10桥柱	找北10桥柱
东面的出站口	找东出站口
a26检票口	找A26检票口
北12桥	找北12桥柱
b26	找B26检票口
地名4,坐车	坐大巴
南站南路	找南站南路
24出口	找24号到达口
北4桥墩	找北4桥柱
身份证,小孩票,取不出来	人工窗口
B6	找B6检票口
西边的爱心驿站	找西门爱心驿站
检票口a22	找A22检票口
B27口	找B27检票口
蒸功夫	找蒸功夫
退票	人工窗口
检票口a7	找A7检票口
高铁	坐车
a1号口	找A1检票口
c26号口	找C26检票口
南出口	找南门
南3桥	找南3桥柱
南8桥	找南8桥柱
13号到达口	找13号到达口
检票口a3	找A3检票口
北12	找北12桥柱
南14桥洞	找南14桥柱
b7口	找B7检票口
7线地铁	坐地铁
b21检票口	找B21检票口
B14口	找B14检票口
南3桥洞	找南3桥柱
改签	找改签处
南9桥洞	找南9桥柱
广南汽车站	坐大巴
到达口24	找24号到达口
B22检票口	找B22检票口
L入口	找L口
a7检票口	找A7检票口
北,14号桥	找北14桥柱
a2口	找A2检票口
长途汽车客运站	坐大巴
检票口C27	找C27检票口
D27号口	找D27检票口
吃烟	找吸烟处
南,10号桥	找南10桥柱
A2号口	找A2检票口
P10	找p10停车场
认证	找处理12306账户
D20号口	找D20检票口
坐高铁	坐车
南6洞口	找南6桥柱
长途汽车客运站	坐大巴
A19检票口	找A19检票口
B13检票口	找B13检票口
南3洞口	找南3桥柱
b15号口	找B15检票口
护照报验	找处理12306账户
2号,地铁站,入口	坐地铁
高铁快递	找高铁快递
爱心驿站	找爱心驿站
c24	找C24检票口
c27检票口	找C27检票口
a14检票口	找A14检票口
c23口	找C23检票口
南2柱	找南2桥柱
1号到达口	找1号到达口
a27	找A27检票口
21号出口	找21号到达口
检票口B16	找B16检票口
长途,汽车站	坐大巴
东出口,出发厅	找东出发平台
B4检票口	找B4检票口
检票口b15	找B15检票口
上去,三层	坐车
a27口	找A27检票口
D20号口	找D20检票口
b15	找B15检票口
A25口	找A25检票口
进站口南	找南进站口
B5号口	找B5检票口
12号口	找12号到达口
B20	找B20检票口
D24	找D24检票口
检票口a4	找A4检票口
A区	找检票A区
南边出站口	找南出站口
北,2号桥	找北2桥柱
检票口A16	找A16检票口
B11口	找B11检票口
检票口d22	找D22检票口
K出口	找K口
G入口	找G口
北4柱	找北4桥柱
西门出站口	找西出站口
地铁口	坐地铁
东侧的进站口	找东进站口
p5	找p5停车场
西在哪侧	找西边
公交车	坐公交
B25	找B25检票口
1出口	找1号到达口
北13柱	找北13桥柱
A20号口	找A20检票口
拿车票	找自助取票机
检票口A16	找A16检票口
A7	找A7检票口
地名,高铁,上三楼	坐车
北在哪边	找北边
地名,买票	买票
进站口3	找3号进站口
C20号口	找C20检票口
A21口	找A21检票口
改签	找改签处
d25检票口	找D25检票口
5号进站口	找5号进站口
检票口b28	找B28检票口
动车,坐车	坐车
地铁	坐地铁
b3	找B3检票口
订火车票	人工窗口
D入口	找D口
核验证件	找处理12306账户
b17号口	找B17检票口
d23	找D23检票口
3层	坐车
检票口a28	找A28检票口
北1洞口	找北1桥柱
a5检票口	找A5检票口
检票口B5	找B5检票口
公交车	坐公交
b3口	找B3检票口
吃,吃饭	用餐
D出口	找D口
a27口	找A27检票口
检票	坐车
a24号口	找A24检票口
取票	找自助取票机
北5柱	找北5桥柱
肯德基	找肯德基
检票口A24	找A24检票口
a11口	找A11检票口
b24号口	找B24检票口
p3	找p3停车场
a8	找A8检票口
f口	找F口
北出站口	找北出站口
19号出口	找19号到达口
西侧的进站口	找西进站口
B15	找B15检票口
C21检票口	找C21检票口
2出站口	找2号出站口
坐车	坐车
检票口b11	找B11检票口
a12	找A12检票口
a7口	找A7检票口
a3口	找A3检票口
B28号口	找B28检票口
A18号口	找A18检票口
B12检票口	找B12检票口
7号线,地铁	坐地铁
检票口B11	找B11检票口
1进站口	找1号进站口
认证	找处理12306账户
取票机	找自助取票机
地名,高铁,坐车	坐车
检票口c27	找C27检票口
检票口b12	找B12检票口
检票口a14	找A14检票口
B7口	找B7检票口
12号口	找12号到达口
a4口	找A4检票口
2号线	坐地铁
地名,换乘	坐车
a4口	找A4检票口
k口	找K口
大巴	坐大巴
B21号口	找B21检票口
检票口D25	找D25检票口
b13口	找B13检票口
3层	坐车
d27检票口	找D27检票口
2号线	坐地铁
A19口	找A19检票口
f入口	找F口
西出口,出发厅	找西出发平台
南13柱	找南13桥柱
班车,出站口	找到达口
b区	找检票B区
f入口	找F口
东门的出站口	找东出站口
5号出站口	找5号出站口
南路	找南站南路
地名,高铁,坐车	坐车
检票口D27	找D27检票口
有饭吃	用餐
15号口	找15号到达口
a8	找A8检票口
检票口B14	找B14检票口
8出口	找8号到达口
出口3	找3号到达口
进站口4	找4号进站口
南7洞口	找南7桥柱
进站口5	找5号进站口
东门的爱心驿站	找东门爱心驿站
到达口3	找3号到达口
d24口	找D24检票口
检票口c26	找C26检票口
检票口b4	找B4检票口
取票机	找自助取票机
c21检票口	找C21检票口
用餐	用餐
买票	买票
进站	坐车
a8	找A8检票口
p10停车场	找p10停车场
p5停车场	找p5停车场
B口	找B口
人工,人工售票	人工窗口
北10洞口	找北10桥柱
1出口	找1号到达口
北侧的出站口	找北出站口
北边进站口	找北进站口
B20号口	找B20检票口
茅坑	找卫生间
北2桥柱	找北2桥柱
能不能	是否类问题
检票口d25	找D25检票口
候车	坐车
b26检票口	找B26检票口
进站	坐车
南门进站口	找南进站口
出发平台	找出发平台
小件行李寄存处	找行李寄存处
20号口	找20号到达口
b14口	找B14检票口
a27检票口	找A27检票口
西门进站口	找西进站口
检票口A7	找A7检票口
西出口,出发厅	找西出发平台
p3停车场	找p3停车场
F入口	找F口
人工	人工窗口
地名,候车大厅	坐车
检票口B15	找B15检票口
北,14号桥	找北14桥柱
a2检票口	找A2检票口
检票口d28	找D28检票口
北,8号桥	找北8桥柱
南,13号桥	找南13桥柱
B18口	找B18检票口
人工	人工窗口
b28检票口	找B28检票口
北面停车场	找北1停车场
充电宝	借充电宝
d24口	找D24检票口
D26	找D26检票口
7号线	坐地铁
b12口	找B12检票口
coffee	找咖啡店
西边的进站口	找西进站口
到达口6	找6号到达口
G入口	找G口
C28	找C28检票口
南1桥洞	找南1桥柱
c出口	找C口
失物招领	找失物招领处
d20	找D20检票口
a9口	找A9检票口
出口26	找26号到达口
南2柱	找南2桥柱
护照	人工窗口
人工取票	人工窗口
北,10号桥	找北10桥柱
A4口	找A4检票口
B15	找B15检票口
厕所	找卫生间
检票口C27	找C27检票口
a13号口	找A13检票口
南在哪侧	找南边
C28口	找C28检票口
检票口a1	找A1检票口
7号线	坐地铁
B23口	找B23检票口
L出口	找L口
哪里上	坐车
b20检票口	找B20检票口
南4桥	找南4桥柱
b13口	找B13检票口
26出口	找26号到达口
A19	找A19检票口
B7号口	找B7检票口
坐地铁	坐地铁
1出站口	找1号出站口
b23号口	找B23检票口
北9	找北9桥柱
b27	找B27检票口
b12口	找B12检票口
E口	找E口
a7检票口	找A7检票口
B7检票口	找B7检票口
东,出发平台	找东出发平台
b16检票口	找B16检票口
东面的爱心驿站	找东门爱心驿站
a21	找A21检票口
K出口	找K口
地名,换乘	坐车
9号到达口	找9号到达口
A18口	找A18检票口
南10	找南10桥柱
西,出发平台	找西出发平台
取车票	找自助取票机
A22	找A22检票口
25号口	找25号到达口
